UserID,Status,created_dt,last_updated
126,ACTIVATED,2023-10-11,2023-10-13
127,pending,2023-10-18,2023-10-18
127,activated,2023-10-18,2023-10-25
128,pending,2023-09-16,2023-09-16
128,activated,2023-09-16,2023-09-21
129,,2023-09-26,
129,activated,2023-09-26,2023-10-03
130,pending,2023-09-22,2023-09-22
130,expired,,2023-10-06
131,pending,2023-10-02,2023-10-02
131,expired,2023-10-02,2023-10-16
132,pending,,2023-10-05
132,Activated,2023-10-05,2023-10-14
133,pending,2023-10-08,2023-10-08
133,activated,2023-10-08,2023-10-13
134,pending,2023-09-05,2023-09-05
134,activated,2023-09-05,2023-09-14
134,deactivated,2023-09-05,2023-10-05
135,pending,2023-09-23,2023-09-23
135,rejected,2023-09-23,2023-10-03
136,pending,2023-10-13,2023-10-13
136,activated,2023-10-13,2023-10-14
137,,2023-09-03,2023-09-03
137,activated,2023-09-03,2023-09-06
138,pending,2023-10-15,2023-10-15
138,activated,2023-10-15,2023-10-25
139,Pending,2023-10-12,2023-10-12
139,,2023-10-12,2023-10-17
140,pending,2023-09-25,2023-09-25
140,activated,2023-09-25,2023-10-04
141, pending,2023-09-27,2023-09-27
141,activated,2023-09-27,2023-09-29
142,pending,2023-09-16,
142,activated,2023-09-16,2023-09-17
143,pending,2023-10-15,2023-10-15
143,activated,2023-10-15,2023-10-22
144,pending,2023-09-29,2023-09-29
144,activated,2023-09-29,2023-10-03
145,,2023-09-16,2023-09-16 
145,activated,2023-09-16,2023-09-24
146,pending,2023-09-02,2023-09-02
146, activated,2023-09-02,2023-09-04
147,pending,,2023-09-21 
147,activated,2023-09-21,2023-09-29
148,pending,2023-10-26,2023-10-26
148,activated,2023-10-26,2023-11-01
149,pending,2023-10-11,2023-10-11
149,,2023-10-11,
150,pending,2023-10-08,2023-10-08
150,activated,2023-10-08,2023-10-14
151,pending,2023-10-27 ,
151,activated,2023-10-27,2023-10-29
152,pending,2023-09-02,2023-09-02
152,activated,2023-09-02,2023-09-03
153,pending,2023-10-07 ,2023-10-07
153,activated,2023-10-07,2023-10-14
154,pending,2023-09-12,2023-09-12
154,activated,2023-09-12,2023-09-14
155,,2023-09-24,2023-09-24
155,Activated,2023-09-24,2023-09-28
156,pending,2023-09-11,2023-09-11
156,activated,,2023-09-20
157,pending,2023-09-21,2023-09-21
157,activated,2023-09-21,2023-09-30
158,pending,2023-10-25,2023-10-25
158,activated,2023-10-25,
159,pending,2023-10-14,2023-10-14
159,activated,2023-10-14,2023-10-16
160,pending,2023-10-21,2023-10-21
160,Rejected,2023-10-21,2023-10-26
161,pending,2023-09-05,2023-09-05
161,activated,2023-09-05,2023-09-10
162,,2023-09-19,2023-09-19
162,activated,2023-09-19,2023-09-23
163,pending,2023-10-18,2023-10-18
163,activated,,2023-10-19
164,pending,2023-09-03,2023-09-03
164,activated,2023-09-03,2023-09-07
165,,2023-09-12,2023-09-12
165,activated,2023-09-12,2023-09-14
166,pending,,2023-09-05
166,activated,2023-09-05,2023-09-07
167,pending,2023-10-20,2023-10-20
167,activated,2023-10-20,2023-10-29
168,pending, 2023-09-14,2023-09-14
168,,2023-09-14,2023-09-24
169,pending,2023-09-26,2023-09-26
169,activated,2023-09-26,2023-09-30
170,pending,2023-09-01,2023-09-01
170,activated,2023-09-01,2023-09-08
171,pending ,2023-09-07,2023-09-07
171,activated,2023-09-07,2023-09-12
172,pending,2023-10-01,2023-10-01
172,expired,2023-10-01,2023-10-15
173,pending,2023-10-18,2023-10-18
173,activated,2023-10-18, 2023-10-28
174,,2023-09-21,2023-09-21
174,activated,,2023-09-30
175,PENDING,2023-09-20,2023-09-20
175,activated,2023-09-20,2023-09-22
176,pending,2023-09-03,2023-09-03
176,activated,2023-09-03,2023-09-13
177,pending,2023-09-06,2023-09-06
177,activated,2023-09-06,2023-09-14
178,,2023-09-09,2023-09-09
178,activated,2023-09-09,2023-09-10
179,pending,2023-09-13,2023-09-13
179,activated,2023-09-13,2023-09-18 
180,,2023-10-05,2023-10-05
180,activated,2023-10-05,2023-10-14
181,pending,2023-09-22,2023-09-22
181,,2023-09-22,2023-09-27
182,pending,,
182,activated,2023-10-29,
183,pending,2023-09-18,2023-09-18
183,activated,2023-09-18,2023-09-19
184,pending,2023-10-22,2023-10-22
184,activated,2023-10-22,2023-10-24
185,PENDING,2023-09-06,2023-09-06
185,activated,2023-09-06,2023-09-16
186,pending,2023-10-02,2023-10-02
186,activated,2023-10-02,2023-10-10
187,PENDING,,2023-10-03
187,activated,2023-10-03,2023-10-08
188,pending,2023-10-10,2023-10-10
188,activated,2023-10-10,2023-10-13
189,pending,2023-09-25,2023-09-25
189,,,2023-10-03
190,pending,2023-10-02,2023-10-02
190,activated,2023-10-02,2023-10-10
191,pending,,2023-10-17
191,activated,2023-10-17,
192,pending,2023-09-10,2023-09-10
192,activated,2023-09-10,2023-09-11
193,pending,2023-10-02,2023-10-02
193,activated,2023-10-02,2023-10-11
194,pending,2023-10-06,2023-10-06
194,expired,,2023-10-20
195,PENDING,,2023-10-17 
195,activated,2023-10-17,2023-10-18
196,pending,2023-09-10,2023-09-10
196,,2023-09-10,2023-09-12
196,deactivated,2023-09-10, 2023-10-02
197,pending,2023-09-25,2023-09-25
197,activated,2023-09-25,
198,pending,2023-09-02,2023-09-02
198,activated,2023-09-02,2023-09-10
199,pending ,2023-10-10,2023-10-10
199,Activated,2023-10-10,2023-10-14
200,pending,2023-10-23, 2023-10-23
200,activated, 2023-10-23,2023-10-24
201,,2023-09-22,2023-09-22
201,,2023-09-22,2023-10-01
201,deactivated,2023-09-22,2023-10-24
202,pending,2023-10-19,2023-10-19
202,expired,2023-10-19,2023-11-02
203,PENDING,2023-10-10,
203,,2023-10-10,2023-10-19
204,pending,2023-09-02,2023-09-02
204,ACTIVATED,2023-09-02, 2023-09-12
205,pending,2023-09-29,2023-09-29
205,activated,2023-09-29,2023-10-07
206,pending,2023-09-03,2023-09-03
206,activated,2023-09-03,2023-09-04
207,pending,2023-09-19,
207,activated,2023-09-19,2023-09-23
208,pending,2023-10-19,2023-10-19
208,expired,2023-10-19,2023-11-02
209,pending,2023-09-08,2023-09-08
209,activated,2023-09-08,2023-09-12
210,pending,2023-10-04, 2023-10-04
210,activated,2023-10-04,2023-10-13
211,pending,2023-09-04,2023-09-04
211,Expired,2023-09-04,2023-09-18
212,pending,2023-09-07,2023-09-07
212,,2023-09-07,2023-09-13
212,deactivated,2023-09-07,2023-10-13
213,Pending,2023-10-28 ,2023-10-28
213,Activated,2023-10-28,2023-10-31
214,pending,2023-09-06,2023-09-06
214,,2023-09-06,2023-09-09
215,pending,2023-09-11,2023-09-11
215,Activated,2023-09-11,2023-09-17
216,pending,2023-10-27,2023-10-27
216,activated,2023-10-27,2023-10-29
217,pending,2023-09-19,2023-09-19
217,activated,2023-09-19,2023-09-21
218,pending,2023-09-13,2023-09-13
218,ACTIVATED,2023-09-13,2023-09-19
219, pending,2023-09-06,2023-09-06
219,activated,2023-09-06,2023-09-15
219,deactivated,2023-09-06,2023-10-13
220,pending,2023-09-30,
220,activated,2023-09-30,2023-10-05
221,pending, 2023-09-04,2023-09-04
221,activated,2023-09-04,2023-09-09
222,pending,2023-09-14,2023-09-14
222,activated,2023-09-14,2023-09-23
223,pending,,2023-09-14 
223,activated,2023-09-14,
224,,2023-10-15,2023-10-15
224,activated,2023-10-15,2023-10-21
225,pending,2023-09-10,2023-09-10
225,activated,2023-09-10,2023-09-11
226,pending,2023-10-06,2023-10-06
226,ACTIVATED,2023-10-06,2023-10-11
227,,2023-09-15,2023-09-15
227,,2023-09-15,2023-09-18
228,pending,2023-10-30,2023-10-30
228,activated,2023-10-30,2023-11-05
229,pending,2023-10-30,2023-10-30
229,activated,2023-10-30,2023-11-03
230,pending,2023-10-26,2023-10-26
230,activated,2023-10-26,2023-10-30
231,pending,2023-10-25,2023-10-25
231,activated,2023-10-25,2023-10-28 
232,pending,2023-10-04,2023-10-04
232,activated,2023-10-04,2023-10-05
233,pending,2023-10-26,2023-10-26
233,activated,2023-10-26,2023-10-30
234,pending ,2023-10-09,2023-10-09
234,Activated,2023-10-09,
235,,2023-09-10,2023-09-10
235,activated,2023-09-10, 2023-09-18
236,pending ,2023-10-14,
236,activated,2023-10-14,2023-10-19
237,pending,2023-10-21,2023-10-21
237,activated, 2023-10-21,2023-10-29
238,,2023-09-01,2023-09-01
238,activated,2023-09-01,2023-09-08
239,pending,2023-09-12,2023-09-12
239,activated,,2023-09-16
240,pending,2023-10-18,2023-10-18
240,activated,2023-10-18,2023-10-23
241,pending,2023-10-17,2023-10-17
241,activated,2023-10-17,2023-10-21
242, pending,2023-10-04,2023-10-04
242,activated,2023-10-04,
243,pending,2023-09-08,2023-09-08
243,activated,2023-09-08,2023-09-13
244,pending,2023-09-16,
244,Activated,2023-09-16,2023-09-25
245,pending,2023-09-15,2023-09-15
245,activated,,2023-09-21
246,pending,2023-10-29,2023-10-29
246, activated,2023-10-29,2023-10-30
246,deactivated,,2023-11-13
247,pending,,2023-09-14 
247,activated,2023-09-14,2023-09-15
248,pending,2023-09-23,2023-09-23
248,activated,2023-09-23,2023-10-01
249,Pending,2023-10-12,2023-10-12
249,activated,,2023-10-14
249,deactivated,2023-10-12,
250,pending,2023-10-10,2023-10-10
250,activated,2023-10-10,2023-10-20
251,PENDING,2023-10-04,2023-10-04
251,activated,2023-10-04, 2023-10-09
252,pending,2023-10-10,2023-10-10
252,activated,2023-10-10,2023-10-15
253,PENDING,2023-10-22,2023-10-22
253,activated,2023-10-22,2023-10-25
254,pending,2023-10-25,2023-10-25
254,activated,2023-10-25,2023-10-28
255,pending,2023-09-07,2023-09-07
255,activated,2023-09-07,2023-09-17
256,pending,2023-09-02,2023-09-02
256,activated,2023-09-02,2023-09-11
257,pending,2023-10-25,2023-10-25
257,activated,2023-10-25,2023-10-30
257,deactivated,2023-10-25,2023-11-28
258,pending,,2023-10-25
258,activated,2023-10-25,2023-11-01
259,PENDING,2023-09-23,2023-09-23
259,activated,2023-09-23,2023-09-28
260,pending,2023-09-24,2023-09-24
260,activated,2023-09-24,2023-09-27
261,pending,2023-10-12,2023-10-12
261,,2023-10-12,2023-10-22
262,pending,2023-09-26,2023-09-26
262,,2023-09-26,2023-09-28
263,pending,2023-09-07,2023-09-07
263,activated ,2023-09-07,2023-09-08
264,pending,2023-09-15,2023-09-15
264,activated,2023-09-15,
265,pending,2023-09-19,2023-09-19
265,activated,2023-09-19,2023-09-23
266,pending,2023-10-04,2023-10-04
266,activated,2023-10-04,2023-10-05
267,pending,2023-09-11,2023-09-11
267,activated,2023-09-11,2023-09-13
268,,2023-10-14,2023-10-14
268,activated,2023-10-14,2023-10-19
269,pending,2023-10-29,2023-10-29
269,activated,2023-10-29,2023-11-02
270,Pending,2023-09-24,2023-09-24 
270,Activated,2023-09-24,
271,pending,2023-10-05,2023-10-05
271,activated,2023-10-05, 2023-10-11
272,pending,2023-10-09,2023-10-09
272,Expired,2023-10-09,2023-10-23
273,pending,2023-10-18,2023-10-18
273,activated,2023-10-18,2023-10-20
274,pending,,2023-10-08
274,activated,2023-10-08,2023-10-15
275,pending,2023-10-01,2023-10-01
275,activated,2023-10-01,2023-10-08
276,pending,2023-10-14,2023-10-14
276,activated,2023-10-14,2023-10-18
277,pending,2023-09-02,2023-09-02
277,activated,2023-09-02,2023-09-08
278,pending,2023-10-27,2023-10-27
278,activated,2023-10-27,2023-11-04
279,pending,2023-10-24,
279,activated,2023-10-24, 2023-10-30
280,pending,2023-10-12,2023-10-12
280,activated,2023-10-12,2023-10-22
281,pending,2023-09-13 ,2023-09-13
281,,2023-09-13,2023-09-18
282,,2023-10-08,2023-10-08
282,activated,2023-10-08,2023-10-14
283,,2023-09-02,2023-09-02
283,activated,2023-09-02,2023-09-05
284,pending,2023-09-24,2023-09-24
284,,2023-09-24,2023-10-03
285,PENDING,2023-09-13,2023-09-13
285,activated,2023-09-13,2023-09-23
286,pending,2023-10-04, 2023-10-04
286,activated ,2023-10-04,2023-10-14
287,pending ,2023-09-16,2023-09-16
287,activated,2023-09-16,2023-09-17
288,pending,2023-09-06,2023-09-06
288,activated,2023-09-06,
289,pending,2023-10-18,2023-10-18
289,activated,,2023-10-23
290,pending,2023-09-16,2023-09-16
290,activated,2023-09-16,2023-09-26
291,pending,2023-10-04,2023-10-04
291,activated,2023-10-04,2023-10-13
292,pending,2023-09-01,2023-09-01 
292,rejected,2023-09-01,2023-09-11
293,pending,2023-10-04 ,2023-10-04
293,activated,2023-10-04,
294,pending,,2023-10-18
294,activated,2023-10-18,2023-10-20
295,pending,2023-10-18,2023-10-18
295,activated,2023-10-18,2023-10-22
296,pending,2023-09-20,2023-09-20
296,activated,2023-09-20,2023-09-28
297,pending,2023-09-08,2023-09-08
297,activated,2023-09-08,2023-09-09
298,pending,,2023-10-07
298,activated,2023-10-07,2023-10-09
299,pending,2023-09-19,2023-09-19
299,activated,2023-09-19,
300,pending,2023-09-18,2023-09-18
300,activated,2023-09-18,2023-09-24
301,pending,2023-09-13,
301,expired,,2023-09-27
302,pending,2023-09-24,2023-09-24
302,activated,,2023-09-25
303,pending,2023-10-11, 2023-10-11
303,activated,2023-10-11,2023-10-19
304,,,2023-09-25
304,activated,2023-09-25,2023-10-01
305,pending,2023-10-09,2023-10-09
305,activated,,2023-10-14
306,pending,2023-10-14,2023-10-14
306,activated,2023-10-14,2023-10-21
307,PENDING,2023-10-19,2023-10-19
307,activated,2023-10-19,2023-10-26
308,pending,2023-10-05,2023-10-05
308,activated,2023-10-05,2023-10-14
309,pending,2023-10-30,2023-10-30
309,rejected,2023-10-30,2023-11-07
310,pending,,2023-10-01 
310,activated,2023-10-01,2023-10-05
311,pending,2023-10-03,2023-10-03
311,activated,2023-10-03,2023-10-12
312,pending,2023-10-10,2023-10-10
312,activated,2023-10-10,2023-10-17
313,pending,2023-10-29,2023-10-29
313,activated,2023-10-29,2023-11-01
314,pending,2023-10-13,2023-10-13
314,activated,2023-10-13, 2023-10-15
315,pending,2023-10-26,2023-10-26
315,activated,2023-10-26,2023-11-04
316,pending,2023-09-10,2023-09-10
316,activated,2023-09-10,2023-09-17
317,pending,,2023-09-26
317,activated,2023-09-26,2023-10-05
318,pending,2023-10-13,2023-10-13
318,activated,2023-10-13,2023-10-18
319,pending,2023-10-14,2023-10-14
319,activated,2023-10-14,2023-10-23
320,pending ,2023-10-20,2023-10-20
320,activated,2023-10-20,2023-10-27
320,deactivated,2023-10-20,2023-11-24
321,pending,2023-09-16,2023-09-16
321,activated,2023-09-16,2023-09-22
322,pending,2023-09-19,2023-09-19
322,activated,2023-09-19,2023-09-21
323,pending,2023-09-25,2023-09-25
323,activated,2023-09-25, 2023-09-27
324,pending,2023-09-24,2023-09-24
324,activated,2023-09-24,2023-10-04
325,pending,2023-09-06,2023-09-06
325,activated,2023-09-06,2023-09-10
326,pending,,2023-09-24
326,activated,,2023-09-25
327,Pending,2023-10-09,2023-10-09
327,,2023-10-09,2023-10-11
328, pending,2023-10-15,2023-10-15
328,activated,2023-10-15,2023-10-18
329,pending,2023-09-14,2023-09-14
329,Activated,2023-09-14,2023-09-16
330,pending,2023-10-08,2023-10-08
330,activated,2023-10-08,2023-10-18
331,pending,2023-10-16,2023-10-16
331,activated,2023-10-16,2023-10-21
332,pending,2023-09-10,2023-09-10
332,activated,2023-09-10,2023-09-17
333,pending,2023-09-01,2023-09-01
333,rejected,2023-09-01,2023-09-05
334,pending,2023-09-10,2023-09-10
334,activated,2023-09-10,2023-09-17
335,pending,2023-10-11,2023-10-11
335,ACTIVATED,2023-10-11,2023-10-21
336,PENDING,2023-10-25,2023-10-25
336,activated,2023-10-25,2023-11-01
337,pending,2023-09-24,2023-09-24
337,activated,2023-09-24 ,2023-09-26
338,pending,2023-09-19,2023-09-19
338,ACTIVATED,2023-09-19,2023-09-29
339,pending,,2023-10-08
339,activated,2023-10-08,2023-10-12
340,pending,2023-09-19,2023-09-19
340,activated,2023-09-19,2023-09-21
341,pending,,2023-09-03
341,activated,2023-09-03,2023-09-09
342,pending,2023-09-15,2023-09-15
342,activated,2023-09-15,2023-09-24
343,pending,2023-10-07,2023-10-07
343,activated,,2023-10-13
344,pending, 2023-09-28,2023-09-28
344,activated,2023-09-28,2023-10-03
345,PENDING,2023-09-21,2023-09-21
345,activated,2023-09-21,2023-09-28
346,pending,2023-09-24,2023-09-24
346,activated,2023-09-24,
347,pending,2023-09-09,2023-09-09
347,activated,2023-09-09,2023-09-11
348,pending,2023-10-17,2023-10-17
348,activated,2023-10-17,2023-10-20
349,pending, 2023-09-23,2023-09-23
349,activated,2023-09-23, 2023-09-24
350,pending,2023-10-12,2023-10-12
350,activated,2023-10-12,2023-10-22
351,pending,2023-10-05,2023-10-05
351,activated,2023-10-05,2023-10-11
352,pending,2023-10-25,2023-10-25
352,activated,2023-10-25,2023-10-26
353,Pending,2023-10-18,2023-10-18
353,rejected,2023-10-18,2023-10-21
354,pending,2023-09-08,2023-09-08
354,activated,2023-09-08,2023-09-11
355,pending,2023-09-28,2023-09-28
355,activated,2023-09-28,
356,,2023-09-01,2023-09-01
356,activated,,2023-09-09
357,pending,2023-10-16,2023-10-16
357,Activated,2023-10-16,2023-10-24
358,pending,2023-09-14,2023-09-14
358,activated,2023-09-14,2023-09-20
359,pending,2023-10-29,2023-10-29 
359,,2023-10-29,2023-10-31
360,pending,2023-09-14,2023-09-14
360,activated,2023-09-14,2023-09-21
361,pending,2023-10-01,
361,activated,2023-10-01,2023-10-09
362,pending,2023-09-30,2023-09-30
362,activated,2023-09-30,2023-10-10 
363,pending,2023-10-20,
363,activated,,2023-10-30
364,pending,2023-10-06,
364,activated,2023-10-06,2023-10-07
365,Pending,2023-10-23,2023-10-23
365,rejected,2023-10-23,2023-10-25
366,pending,2023-09-20,2023-09-20
366,activated,,
367,pending,2023-09-06,2023-09-06
367,activated,2023-09-06,2023-09-13
367,DEACTIVATED,2023-09-06,2023-10-04
368,pending,2023-09-12,2023-09-12
368,rejected,2023-09-12,2023-09-18
369,pending,2023-09-03,2023-09-03
369,activated,2023-09-03,2023-09-07
370,pending,2023-10-13,2023-10-13
370,activated,2023-10-13,2023-10-22
371,pending,2023-10-12,2023-10-12
371,activated,2023-10-12,2023-10-14
372,pending,2023-10-16,2023-10-16
372,rejected,2023-10-16,2023-10-21
373,pending,2023-10-17,2023-10-17
373,ACTIVATED,2023-10-17,2023-10-25
374,Pending,,2023-09-08
