UserID,event_id,Status,status_updated_date
7785,793,joined,2023-09-12
8168,793,joined,2023-09-10
4942,793,joined,2023-09-12
7944,793,joined,2023-09-09
6492,793,joined,
3085,793,joined,2023-09-10
2582,793,joined ,2023-09-07
1235,793,joined,2023-09-08
1724,793,joined,2023-09-12
1570,793,JOINED,2023-09-08
1007,793,joined,2023-09-08
5027,793,joined,2023-09-09
669,793,joined,2023-09-09
7422,793,joined,2023-09-09
4279,793,joined,2023-09-09
7412,793,joined,2023-09-08
1136,793,joined,2023-09-07
4181,793,joined,2023-09-07
4457,793,joined,2023-09-09
7999,793,joined,2023-09-12
6405,793,joined,2023-09-08
9858,793,,2023-09-09
9312,793,joined,2023-09-07
2932,793,joined,2023-09-07
2336,793,joined,2023-09-12
7507,793,joined,2023-09-10
5239,793,joined,2023-09-12
5501,793,,2023-09-11
9225,793,joined,2023-09-10
8922,793,joined,2023-09-12
7430,793,joined,2023-09-09
2103,793,,2023-09-07
2548,793,joined,2023-09-08
9168,793, joined,2023-09-09
4822,793,joined,2023-09-11
3824,793,joined,
5738,793,,2023-09-11
9094,793,joined,
7465,793,,2023-09-11
3121,793,joined,2023-09-09
8199,793,joined,2023-09-10
2696,793,,2023-09-11
6572,793,joined,2023-09-11
7022,793,joined,2023-09-11
7713,793,,2023-09-08
6975,793,joined,2023-09-09
6025,793,joined,2023-09-11
9210,793,joined,2023-09-08
9999,793,joined,2023-09-08
7150,793,joined,2023-09-12
4212,793,joined,2023-09-07
8011,793,joined,2023-09-12
7118,793,joined,2023-09-09
7529,793,joined,
4570,793,joined,2023-09-10
7797,793,joined,2023-09-10
6523,793,joined,2023-09-07
7338,793,joined ,2023-09-08
3929,793,joined,2023-09-08
1685,793,joined,2023-09-07
3980,793,joined,2023-09-10
7028,793,joined,2023-09-12
9530,793,joined,2023-09-11
1075,793,joined,2023-09-07
1399,793,,2023-09-10
416,793,joined,2023-09-07
2330,793,joined,2023-09-08
4624,793,,2023-09-12
1993,793,joined,2023-09-11
8777,793,joined,2023-09-12
8466,793,joined,2023-09-09
3309,793,joined,2023-09-10
5136,793,JOINED, 2023-09-08
6389,793,joined,2023-09-10
9563,793,joined,2023-09-08
6090,793,joined,
5244,793,joined,2023-09-10
1099,793,joined,2023-09-07
7518,793,joined,2023-09-08
1192,793,joined,2023-09-09
784,793,joined,2023-09-09
6151,793,joined,2023-09-08
1300,793,joined,2023-09-11
574,793,joined,2023-09-12
2004,793,JOINED,2023-09-11 
4349,793,,2023-09-12
4006,793,joined,2023-09-08
1749,793,joined,2023-09-10
544,793,joined,2023-09-10
6111,793,joined,2023-09-11
5790,793,joined,2023-09-11
6390,793,joined,2023-09-09
4603,793,joined,
1712,793,JOINED,2023-09-11
9853,793,joined,2023-09-09
2570,793,joined,2023-09-08
6215,793,joined,2023-09-08
2712,793,joined,2023-09-11
61,793,joined,2023-09-09
2147,793,joined,2023-09-10
1369,793,joined,
6129,793, joined,2023-09-12
9533,793,joined,2023-09-08
6335,793,joined,2023-09-10
3306,793,joined,
3425,793,joined,2023-09-10
3538,793,joined,2023-09-09
3786,793,joined,2023-09-09
9634,793,,2023-09-07
782,793,,2023-09-09
3011,793,joined,2023-09-09
2572,793,joined,
16,793,joined,
8072,793,joined,
602,793,JOINED,2023-09-12
5172,793,joined,2023-09-10
5679,793,joined,2023-09-07
1184,793,joined,2023-09-10 
946,793,joined,2023-09-10
9990,793,joined,
5919,793,,2023-09-10
9296,793,joined,2023-09-10
3795,793,joined,2023-09-11
8442,793,joined,2023-09-09
7648,793,joined,2023-09-10
5915,793,joined,
5112,793,joined,2023-09-07
7214,793,joined,2023-09-12
1709,793,joined,2023-09-07
9506,793,Joined,2023-09-10
3897,793,joined,2023-09-12
565,793,joined,2023-09-11
3860,793,joined,
9466,793,joined,2023-09-10
2255,793,joined,2023-09-08
4719,793,joined,2023-09-10
3851,793,joined,2023-09-12
908,793,JOINED,2023-09-07
9176,793,joined,2023-09-09
100,793,joined,2023-09-12
6787,793,joined,2023-09-07
1137,793,joined,2023-09-10
4671,793,joined, 2023-09-11
4721,793,joined,2023-09-07
5304,793,joined,2023-09-07
351,793,joined,2023-09-11
3207,793,joined,2023-09-10
4360,793,joined,2023-09-08
4356,793, joined,2023-09-07
180,793,JOINED,2023-09-12
5988,793,joined,2023-09-09
500,793,joined, 2023-09-12
9027,793,,2023-09-11
2981,793,joined,2023-09-10
4420,793,joined,2023-09-12
9777,793,joined,2023-09-12
4200,793,joined,2023-09-12
8509,793,joined,2023-09-10
3313,793,joined,2023-09-07
4296,793,joined,2023-09-10
6344,793,joined,2023-09-12
1839,793,joined,2023-09-12
6480,793,joined,2023-09-07
5805,793,JOINED,2023-09-07
6269,793,joined,2023-09-07
8774,793,joined ,2023-09-09
1402,793,joined,2023-09-08
2136,793,joined , 2023-09-10
4524,793, joined,
571,793, joined,2023-09-11
2057,793,joined,2023-09-07
6720,793,joined,2023-09-08
8327,793,joined,2023-09-12
4930,793,joined,2023-09-10
3386,793,joined,2023-09-09
8,793,joined,2023-09-07
3924,793,joined,2023-09-08
8876,793,joined,2023-09-09
5232,793,joined,
270,793,joined,2023-09-09
5569,793,joined,2023-09-12
6373,793,joined,2023-09-10
5833,793,joined,2023-09-08
4370,793,joined,2023-09-11
4267,793,joined,
4209,793,joined,2023-09-10
2410,793,joined,
8090,793,joined,2023-09-10
6044,793,joined,2023-09-11
9166,793,joined,2023-09-07
2079,793,joined,2023-09-11
1030,793,JOINED,2023-09-09
1443,793,joined,2023-09-11
3708,793,joined,2023-09-09
8420,793,joined,2023-09-08
8219,793,joined,2023-09-12
3819,793,joined,2023-09-09
697,793,joined,2023-09-12
6357,793,,
3049,793,joined,2023-09-11
6980,793,joined,
9674,793,joined,2023-09-11
1347,793,joined,2023-09-09
3799,793,joined,2023-09-12
6910,793,JOINED,
4842,793,joined,2023-09-11
8862,793,joined,2023-09-07
554,793,joined,2023-09-10
6652,793,joined,2023-09-09
3859,793,,2023-09-11
7511,793,joined,2023-09-12
5483,793,JOINED,2023-09-12
6384,793,joined,2023-09-07
7671,793,joined,2023-09-12
9877,793,joined,2023-09-09
4489,793,,2023-09-10
2289,793,joined,2023-09-12
804,793,joined,2023-09-10
1203,793,joined,2023-09-10
7140,793,joined,2023-09-11
4289,793,Joined,2023-09-11
3641,793,joined,2023-09-11
1859,793,joined,2023-09-10
3380,793,joined,2023-09-10
4430,793,joined,2023-09-12
8830,793,joined,2023-09-12
5130,793,JOINED,
3230,793,joined,2023-09-10
3293,793,joined, 2023-09-11
9708,793,joined,2023-09-08
5432,793,joined,2023-09-10
9374,793,joined,2023-09-09
6043,793,JOINED,2023-09-07
746,793,joined,2023-09-07
9272,793,joined,2023-09-10
8412,793,joined,2023-09-12
44,793,JOINED,2023-09-10
6306,793,joined,2023-09-11
8896,793,joined,2023-09-07
2944,793,joined,2023-09-08
5351,793,joined,2023-09-12
8558,793, joined,2023-09-12
6524,793,,
9660,793,joined,2023-09-09
4929,793,joined,2023-09-12
4623,793,joined,2023-09-12
8826,793,joined,2023-09-07
7491,793,joined,2023-09-09
5160,793,joined,
7479,793,joined,2023-09-08
7372,793,joined,2023-09-08
2930,793,,2023-09-12
6911,793,JOINED,2023-09-10
9780,793,joined,2023-09-07
4185,793,,2023-09-07
7442,793,joined,2023-09-07
6221,793,joined,2023-09-12
505,793,joined,2023-09-11
8715,793,joined,2023-09-09
4397,793,joined,2023-09-11
576,793,joined,2023-09-11
5718,793,,2023-09-07 
383,793,Joined,2023-09-07
2373,793,joined,2023-09-08
8850,793,joined,2023-09-12
6387,793,joined,
6361,793,joined,2023-09-09
8758,793,joined,2023-09-10
4987,793,joined,2023-09-11
6758,793,joined,2023-09-08
6223,793,joined,2023-09-07
8918,793,joined,2023-09-07
4442,793,JOINED,
6830,793,joined,2023-09-10
2620,793,joined,2023-09-12
8972,793,joined,2023-09-10
907,793,joined,2023-09-11
2118,793,joined ,2023-09-12
3913,793,joined,2023-09-10
1209,793,joined,2023-09-11
9838,793,joined,2023-09-11
3723,793,joined,2023-09-11
3505,793,joined,2023-09-09
5927,793,joined,2023-09-08
2400,793,joined,2023-09-10
6356,793,joined,2023-09-09
4031,793,joined,
7337,793,joined,2023-09-11
2164,793,joined,2023-09-07
288,793,joined,2023-09-11
6678,793,joined ,2023-09-08
8157,793,joined,2023-09-12
9055,793,joined ,
6363,793,joined,2023-09-11
9392,793,joined,2023-09-07
543,793,,2023-09-12
6221,793,participated,2023-09-14
8607,793,participated,2023-09-14
4817,793,participated,2023-09-14
3851,793,participated,2023-09-14
869,793,participated,2023-09-14
3641,793,participated,
7028,793,participated ,2023-09-14
307,793,participated,2023-09-14
4344,793,participated,2023-09-14
9272,793,participated,2023-09-14
2548,793,participated,2023-09-14
8859,793,participated,2023-09-14
2442,793,participated,
1990,793,participated,2023-09-14
2143,793,participated,2023-09-14
5790,793,participated,2023-09-14
1218,793,,2023-09-14 
1033,793,participated,2023-09-14
3897,793,participated,2023-09-14 
4623,793,participated,2023-09-14
2428,793, participated,2023-09-14
6720,793,participated,2023-09-14
100,793,participated,2023-09-14
9088,793,participated,2023-09-14
2330,793,participated,2023-09-14
1137,793,participated,2023-09-14
812,793,participated,2023-09-14
5112,793,,2023-09-14
7361,793,participated,2023-09-14
1399,793,,2023-09-14
8466,793,PARTICIPATED,2023-09-14
7491,793,PARTICIPATED,2023-09-14
9999,793,participated,2023-09-14
6223,793,,2023-09-14
7723,793,participated,2023-09-14
6170,793,participated,2023-09-14
3913,793,participated,2023-09-14
1665,793,participated,2023-09-14
1402,793,participated,2023-09-14
1055,793,participated,2023-09-14
7089,793,participated,
8700,793,participated,2023-09-14
5130,793,,2023-09-14
9027,793,participated,2023-09-14
5921,793,participated,2023-09-14
9853,793,participated,2023-09-14
7412,793, participated,2023-09-14
3860,793,participated,2023-09-14
4213,793,participated,2023-09-14
5232,793,participated,2023-09-14
7022,793,,2023-09-14
7726,793,participated ,2023-09-14
2289,793,participated,2023-09-14
1443,793,participated,2023-09-14
7471,793,participated,2023-09-14
9996,793,participated,2023-09-14
9176,793,PARTICIPATED,2023-09-14
8896,793, participated,2023-09-14
421,793,participated,2023-09-14
949,793,participated,2023-09-14
9971,793,participated,
735,793,PARTICIPATED,2023-09-14
6390,793,,2023-09-14
4489,793,participated,2023-09-14
8830,793,participated,2023-09-14
3819,793,participated,2023-09-14
3799,793,,2023-09-14
9597,793,participated,
1075,793,participated,2023-09-14
2089,793,participated,2023-09-14
5456,793,,2023-09-14
6518,793,participated,2023-09-14
6758,793,participated,2023-09-14
1980,793,participated,2023-09-14
4031,793,participated,2023-09-14
4972,793,participated,2023-09-14
6387,793,participated,2023-09-14
9705,793,participated,2023-09-14
4603,793,PARTICIPATED,2023-09-14
1442,793,participated,2023-09-14
7456,793,participated,
3538,793,participated,2023-09-14
6405,793,participated,2023-09-14
3165,793,participated,2023-09-14
8850,793,PARTICIPATED,2023-09-14
8749,793,participated,2023-09-14
6572,793,,2023-09-14
784,793,participated,2023-09-14
8475,793,participated,2023-09-14
9850,793,participated,2023-09-14
9604,793,participated,2023-09-14
1963,793,participated,2023-09-14
6295,793,participated,2023-09-14
7531,793,PARTICIPATED,2023-09-14
5018,793,participated,2023-09-14
7316,793,participated,2023-09-14
9830,793,participated,
4942,793,participated,
2931,793,participated,2023-09-14
383,793,participated,2023-09-14
9506,793,participated,2023-09-14
4219,793,participated,2023-09-14
2147,793,participated,2023-09-14
600,793,participated,2023-09-14
1538,793,,
4987,793, participated,2023-09-14
9650,793,participated,
726,793,PARTICIPATED,2023-09-14
270,793,participated,2023-09-14
9015,793,,2023-09-14
4728,793,participated,2023-09-14
205,793,PARTICIPATED,2023-09-14
8972,793,,2023-09-14
9797,793,PARTICIPATED,2023-09-14
9615,793,participated,2023-09-14
1471,793,participated,2023-09-14
6008,793,,
3313,793,participated,2023-09-14
9926,793,participated,2023-09-14
1209,793,participated,2023-09-14
1465,793,Participated,2023-09-14
351,793,participated,2023-09-14
7949,793,participated,2023-09-14
4822,793,participated,2023-09-14
6832,793,participated,2023-09-14 
4209,793,participated,2023-09-14
8384,793,participated,2023-09-14
7030,793,participated,
9777,793,,2023-09-14
5244,793,participated,2023-09-14
1400,793,participated,2023-09-14
2400,793,participated,2023-09-14
9466,793,participated,2023-09-14
2336,793,,2023-09-14
5032,793,participated,
180,793,participated,2023-09-14
5919,793,participated,2023-09-14
2546,793,participated,2023-09-14
8298,793,participated,2023-09-14
1235,793,participated,2023-09-14
6666,793,participated,2023-09-14
6931,793,participated,2023-09-14
4721,793,participated,
8158,793,participated,2023-09-14
7291,793,participated,2023-09-14
3723,793,,2023-09-14
6306,793,participated,2023-09-14
4842,793,participated,2023-09-14
6102,793,participated,2023-09-14
5386,793,participated,2023-09-14
1552,793,participated,2023-09-14
8327,793,participated,2023-09-14
5893,793,participated,
9225,793,participated,2023-09-14
6866,793,participated,2023-09-14
3444,793,participated,2023-09-14
9990,793,participated,2023-09-14
4570,793,participated,2023-09-14
458,793,participated,2023-09-14
3306,793,participated,
2813,793,participated,
4296,793,participated,2023-09-14 
6943,793,participated,2023-09-14
2647,793,participated,2023-09-14
7465,793,participated,2023-09-14
29,793,participated,2023-09-14
5031,793,participated,2023-09-14
3869,793,participated,2023-09-14
7648,793,,2023-09-14
4420,793,participated,2023-09-14
8113,793,participated,2023-09-14
7911,793,participated,2023-09-14
6200,793,participated,2023-09-14
4719,793,participated,2023-09-14
1145,793,participated,2023-09-14
9305,793,participated,2023-09-14
9456,793,PARTICIPATED,2023-09-14
3379,793,participated,2023-09-14
1709,793,participated,2023-09-14
3051,793,participated,2023-09-14
4684,793,participated,2023-09-14
2658,793,participated,2023-09-14
1094,793,participated,2023-09-14
7428,793,participated,2023-09-14
6730,793,participated,2023-09-14
6454,793,participated,2023-09-14
4279,793,participated,2023-09-14
6678,793,participated,2023-09-14
7442,793,participated,2023-09-14
3176,793,participated,2023-09-14
7224,793,participated,
5457,793,participated,2023-09-14
3082,793,participated,2023-09-14
1712,793,Participated,2023-09-14
454,793,Participated,2023-09-14
1941,793,participated,2023-09-14
9361,793,participated,2023-09-14
4735,793,participated,2023-09-14 
4260,793,participated,2023-09-14
5500,793,participated,2023-09-14
214,793,participated,2023-09-14
4930,793,participated,2023-09-14
2398,793,Participated,2023-09-14
9664,793,participated,2023-09-14
320,793,participated,2023-09-14
1627,793,participated,2023-09-14
3230,793,participated,2023-09-14
2537,793,participated,2023-09-14
5407,793,participated,2023-09-14
2531,793,participated,2023-09-14
4343,793,participated,2023-09-14
5118,793,participated,2023-09-14
2136,793,participated,2023-09-14
5909,793,participated,2023-09-14
9110,793, participated,2023-09-14
9727,793,participated,2023-09-14
5782,793,participated,2023-09-14
4870,793,participated,2023-09-14
697,793,participated,2023-09-14
5351,793,participated ,2023-09-14
9194,793,participated,2023-09-14
5172,793,Participated,2023-09-14
5042,793,participated,2023-09-14
4200,793,participated,2023-09-14
8318,793,participated,2023-09-14
6335,793,participated,2023-09-14
7482,793,participated,2023-09-14
4212,793,participated,
2641,793,participated,2023-09-14
2944,793,participated,
4413,793,participated,2023-09-14
7430,793,participated,2023-09-14
9838,793,participated,2023-09-14
2158,793,,
6269,793,participated,2023-09-14
9660,793,participated,2023-09-14
1911,793,PARTICIPATED,2023-09-14
3068,793,participated,2023-09-14
4443,793,participated,2023-09-14
9634,793,participated,2023-09-14
3812,793,participated,2023-09-14
6933,793,participated,2023-09-14
3795,793,participated,2023-09-14
1749,793,participated,2023-09-14
8118,793,participated ,2023-09-14
9573,793,participated,2023-09-14
7153,793,participated,2023-09-14
4457,793,participated,2023-09-14
3929,793,participated,2023-09-14
1668,793,Participated,
8705,793,,
3148,793,participated,2023-09-14
4442,793,participated,
3257,793,participated,2023-09-14
3283,793,participated,2023-09-14
7550,793,participated,2023-09-14
5341,793,participated,2023-09-14
6621,793,participated,2023-09-14
7057,793,participated,2023-09-14
4185,793,participated,2023-09-14
8453,793,participated,2023-09-14
3925,793,participated,2023-09-14
8695,793,participated,2023-09-14
8642,793,participated,2023-09-14
1739,793,Participated,2023-09-14
5200,793,participated,2023-09-14
4624,793,participated,
7150,793,participated,2023-09-14
3578,793,participated,2023-09-14
5679,793,participated,2023-09-14
5228,793,participated,2023-09-14
1468,793,PARTICIPATED,2023-09-14
738,793,participated,2023-09-14
5251,793,Participated,2023-09-14
